Sr.No.,Cut Off Merit (Score),Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type,Institue Code
949,57001 (22.9716163),126519110,Civil Engineering,JEE,AI to AI,AI,1265
950,57022 (22.9442779),343919110,Civil Engineering,JEE,AI to AI,AI,3439
951,57105 (22.8480666),112161210,Mechanical Engineering,JEE,AI to AI,AI,1121
,,,,,,,
952,57107 (22.8480666),213719110,Civil Engineering,JEE,AI to AI,AI,2137
953,57189 (22.6440799),253337210,Electronics and Telecommunication,JEE,AI to AI,AI,2533
,,,Engg,,,,
954,57234 (22.5522481),346729310,Electrical Engineering,JEE,AI to AI,AI,3467
,,,,,,,
955,57256 (22.5522481),126824210,Computer Science and Engineering,JEE,AI to AI,AI,1268
,,,,,,,
956,57414 (22.2892173),417819110,Civil Engineering,JEE,AI to AI,AI,4178
957,57420 (22.2889170),419324210,Computer Science and Engineering,JEE,AI to AI,AI,4193
,,,,,,,
958,57564 (21.9583980),677261210,Mechanical Engineering,JEE,AI to AI,AI,6772
959,57575 (21.9583980),413829310,Electrical Engineering,JEE,AI to AI,AI,4138
960,57624 (21.6256084),112924210,Computer Science and Engineering,JEE,AI to AI,AI,1129
,,,,,,,
961,57739 (21.4565857),112061210,Mechanical Engineering,JEE,AI to AI,AI,1120
962,57864 (21.0597386),321037210,Electronics and Telecommunication,JEE,AI to AI,AI,3210
,,,Engg,,,,
963,57910 (20.8452547),320261210,Mechanical Engineering,JEE,AI to AI,AI,3202
964,58187 (20.1257191),510361210,Mechanical Engineering,JEE,AI to AI,AI,5103
965,58200 (20.1257191),417861210,Mechanical Engineering,JEE,AI to AI,AI,4178
966,58206 (20.1070045),319446610,Instrumentation Engineering,JEE,AI to AI,AI,3194
967,58236 (19.7252793),419624210,Computer Science and Engineering,JEE,AI to AI,AI,
968,58356 (19.5542296),541819110,Civil Engineering,JEE,AI to AI,AI,
969,58374 (19.5464087),632024510,Computer Engineering,JEE,AI to AI,AI,6320
,,,,,,,
970,58388 (19.5464087),630361210,Mechanical Engineering,JEE,AI to AI,AI,6303
,,,,,,,
971,58479 (19.0854694),350319110,Civil Engineering,JEE,AI to AI,AI,3503
972,58541 (18.9390638),677229310,Electrical Engineering,JEE,AI to AI,AI,6772
,,,,,,,
,,,,,,,
,,,,,,,
973,58543 (18.9390638),664461210,Mechanical Engineering,JEE,AI to AI,AI,
974,58850 (18.2969791),411824510,Computer Engineering,JEE,AI to AI,AI,
975,58858 (18.2969791),111724210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
976,58870 (18.1785851),516919110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
977,58939 (17.8748740),626861210,Mechanical Engineering,JEE,AI to AI,AI,
978,58942 (17.8748740),413837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
979,58967 (17.8705064),212637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
980,59017 (17.8170753),626819110,Civil Engineering,JEE,AI to AI,AI,
981,59045 (17.7164357),315461210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
982,59075 (17.6900585),418624610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
983,59138 (17.4731771),114819110,Civil Engineering,JEE,AI to AI,AI,
984,59317 (16.9628178),510929310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
985,59361 (16.7075945),413961210,Mechanical Engineering,JEE,AI to AI,AI,
986,59398 (16.5098187),631524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
987,59462 (16.4655236),418719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
988,59499 (16.3719293),413319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
989,59588 (16.0961699),510437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
990,59617 (15.9986624),617961210,Mechanical Engineering,JEE,AI to AI,AI,
991,59623 (15.9986624),319337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
992,59642 (15.9986624),314637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
993,59643 (15.9986624),211119110,Civil Engineering,JEE,AI to AI,AI,
994,59673 (15.8679715),533119110,Civil Engineering,JEE,AI to AI,AI,
995,59693 (15.8679715),414729310,Electrical Engineering,JEE,AI to AI,AI,
996,59695 (15.8679715),675624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
997,59714 (15.8679715),112837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
998,59777 (15.6589316),418619110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
999,59788 (15.5429656),618537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1000,59806 (15.5429656),417524210,Computer Science and Engineering,JEE,AI to AI,AI,
1001,59836 (15.4844267),539061210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1002,59841 (15.4844267),126537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1003,59867 (15.3920450),530324510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
1004,59983 (15.0648814),322360210,Automobile Engineering,JEE,AI to AI,AI,
,,,,,,,
1005,60004 (14.9523757),632337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1006,60009 (14.9523757),516446610,Instrumentation Engineering,JEE,AI to AI,AI,
1007,60117 (14.4090536),417229310,Electrical Engineering,JEE,AI to AI,AI,
1008,60131 (14.3968332),417219110,Civil Engineering,JEE,AI to AI,AI,
1009,60141 (14.3968332),621761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1010,60162 (14.3622143),613837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1011,60181 (14.3269940),664961210,Mechanical Engineering,JEE,AI to AI,AI,
1012,60201 (14.1800419),414424610,Information Technology,JEE,AI to AI,AI,
1013,60202 (14.1800419),614924610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
1014,60212 (14.1185063),212629310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
1015,60240 (13.9104810),317446610,Instrumentation Engineering,JEE,AI to AI,AI,
1016,60430 (13.2910810),617837220,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1017,60460 (13.2213887),211361210,Mechanical Engineering,JEE,AI to AI,AI,
1018,60490 (12.9700000),517629310,Electrical Engineering,JEE,AI to AI,AI,
1019,60531 (12.7197912),211124210,Computer Science and Engineering,JEE,AI to AI,AI,
1020,60534 (12.7197912),410429310,Electrical Engineering,JEE,AI to AI,AI,
1021,60570 (12.6632952),683419110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1022,60595 (12.6594885),618737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1023,60672 (12.4760604),413929310,Electrical Engineering,JEE,AI to AI,AI,
1024,60688 (12.4450619),213619110,Civil Engineering,JEE,AI to AI,AI,
1025,60736 (12.2923936),461361210,Mechanical Engineering,JEE,AI to AI,AI,
1026,60818 (11.9210833),416329310,Electrical Engineering,JEE,AI to AI,AI,
1027,60841 (11.8540949),213524210,Computer Science and Engineering,JEE,AI to AI,AI,
1028,60874 (11.4593510),320029310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
1029,60886 (11.4593510),414524210,Computer Science and Engineering,JEE,AI to AI,AI,
1030,61036 (11.1432041),662061210,Mechanical Engineering,JEE,AI to AI,AI,
1031,61097 (10.7536926),335319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
1032,61182 (10.5137680),414124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
1033,61185 (10.5137680),417919110,Civil Engineering,JEE,AI to AI,AI,
1034,61202 (10.5137680),533061210,Mechanical Engineering,JEE,AI to AI,AI,
1035,61214 (10.3547739),663461210,Mechanical Engineering,JEE,AI to AI,AI,
1036,61224 (10.3547739),318946610,Instrumentation Engineering,JEE,AI to AI,AI,
1037,61227 (10.3547739),618761210,Mechanical Engineering,JEE,AI to AI,AI,
1038,61249 (10.3019720),346719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
1039,61309 (10.0853119),213661210,Mechanical Engineering,JEE,AI to AI,AI,
1040,61339 (9.8921926),212661210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1041,61363 (9.7060319),418729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
1042,61374 (9.6654680),630824510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
1043,61377 (9.6654680),414361210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1044,61455 (9.2890390),344724510,Computer Engineering,JEE,AI to AI,AI,
1045,61544 (8.6978948),517124510,Computer Engineering,JEE,AI to AI,AI,
1046,61561 (8.5284388),620746610,Instrumentation Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1047,61566 (8.5284388),631919110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
1048,61582 (8.5111324),417937010,"Electronics and Communication
Engineering",JEE,AI to AI,AI,
1049,61666 (8.1471185),513029310,Electrical Engineering,JEE,AI to AI,AI,
1050,61702 (7.9765407),541137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1051,61780 (7.6956412),631761210,Mechanical Engineering,JEE,AI to AI,AI,
1052,61803 (7.6207855),321961210,Mechanical Engineering,JEE,AI to AI,AI,
1053,61828 (7.2293641),213361210,Mechanical Engineering,JEE,AI to AI,AI,
1054,61840 (7.2246631),631137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1055,61862 (7.1875028),418870110,Mining Engineering,JEE,AI to AI,AI,
1056,61876 (7.1875028),118261210,Mechanical Engineering,JEE,AI to AI,AI,
1057,61934 (7.0274710),680837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1058,62014 (6.5383242),419524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
1059,62082 (6.1963426),112829310,Electrical Engineering,JEE,AI to AI,AI,
1060,62088 (6.1852702),413861210,Mechanical Engineering,JEE,AI to AI,AI,
1061,62134 (5.8511821),225219110,Civil Engineering,JEE,AI to AI,AI,
1062,62136 (5.8511821),628360210,Automobile Engineering,JEE,AI to AI,AI,
1063,62167 (5.6864969),413519110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
1064,62171 (5.5264974),631737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1065,62235 (5.2897599),213437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1066,62274 (4.9953556),322419110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
1067,62279 (4.9543642),540961210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1068,62309 (4.7844718),414419110,Civil Engineering,JEE,AI to AI,AI,
1069,62357 (4.4763537),538119110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1070,62362 (4.3867519),678737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1071,62465 (3.8380593),415119110,Civil Engineering,JEE,AI to AI,AI,
1072,62467 (3.8380593),631161210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1073,62473 (3.8003414),251637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1074,62490 (3.5840102),414461210,Mechanical Engineering,JEE,AI to AI,AI,
1075,62499 (3.5494797),413429310,Electrical Engineering,JEE,AI to AI,AI,
1076,62507 (3.5033235),631961210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1077,62571 (3.0741035),676619110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
1078,62592 (2.8708882),625061210,Mechanical Engineering,JEE,AI to AI,AI,
1079,62601 (2.7888122),693824210F,Computer Science and Engineering,JEE,AI to AI,AI,
1080,62630 (2.5405366),541129310,Electrical Engineering,JEE,AI to AI,AI,
1081,62633 (2.5252966),418124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
1082,62647 (2.3091937),112524210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
1083,62650 (2.3091937),512424610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
1084,62741 (1.6706267),631519110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
1085,62790 (1.1741103),112319110,Civil Engineering,JEE,AI to AI,AI,
1086,62796 (1.1575249),632419110,Civil Engineering,JEE,AI to AI,AI,
1087,62805 (1.0865877),413561210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
1088,62820 (0.9473133),419724210,Computer Science and Engineering,JEE,AI to AI,AI,
1089,62826 (0.8736814),618719110,Civil Engineering,JEE,AI to AI,AI,
1090,62871 (0.3366694),413937210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
1091,62887 (0.0721000),212819110,Civil Engineering,JEE,AI to AI,AI,
1092,65893 (91.4446384),617861220,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1093,66344 (90.6483781),632361210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1094,68343 (87.1961067),627737010,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1095,69428 (85.2031025),321837210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1096,70673 (82.8103387),413337210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1097,71303 (81.5737636),663419110,Civil Engineering,CET,AI to AI,AI,
1098,71766 (80.5606049),510761210,Mechanical Engineering,CET,AI to AI,AI,
1099,73386 (76.9978926),321719110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1100,74421 (74.4653578),322161210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1101,75890 (70.8801952),315461220,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1102,75992 (70.6310697),630719110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1103,76054 (70.4876777),513946410,Instrumentation and Control ,CET,AI to AI,AI,
,,,Engineering,,,,
1104,76591 (69.0809151),343661210,Mechanical Engineering,CET,AI to AI,AI,
1105,77760 (65.7072196),663524510,Computer Engineering,CET,AI to AI,AI,
1106,77987 (65.0112613),320037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1107,78545 (63.2688311),516161210,Mechanical Engineering,CET,AI to AI,AI,
1108,80764 (56.0478118),516137210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1109,81267 (54.1790083),225229710,Electrical and Electronics Engineering,CET,AI to AI,AI,
1110,81736 (52.4463547),617962510,Mechanical Engineering[Sandwich],CET,AI to AI,AI,
1111,82118 (51.0910105),213319110,Civil Engineering,CET,AI to AI,AI,
1112,82159 (50.9798455),664319110,Civil Engineering,CET,AI to AI,AI,
1113,82235 (50.7057350),319229310,Electrical Engineering,CET,AI to AI,AI,
1114,82529 (49.5578746),113019110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1115,82638 (49.1037999),126561210,Mechanical Engineering,CET,AI to AI,AI,
1116,82648 (49.0744697),683929310,Electrical Engineering,CET,AI to AI,AI,
1117,82730 (48.7699427),517737210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1118,82748 (48.7112823),211437010,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1119,83188 (46.9945612),211619110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1120,83236 (46.8066308),538024510,Computer Engineering,CET,AI to AI,AI,
1121,83568 (45.5211720),111661210,Mechanical Engineering,CET,AI to AI,AI,
1122,83687 (44.9747616),253319110,Civil Engineering,CET,AI to AI,AI,
1123,84144 (43.1045096),663537210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1124,84449 (41.8961784),412361220,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1125,84854 (40.2040802),632224510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1126,84922 (39.9086057),664337210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1127,84953 (39.7427634),461324510,Computer Engineering,CET,AI to AI,AI,
1128,85049 (39.3042590),516824510,Computer Engineering,CET,AI to AI,AI,
1129,85521 (37.2515082),118024210,Computer Science and Engineering,CET,AI to AI,AI,
1130,85658 (36.5761897),512419110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1131,85919 (35.4667120),618261210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1132,86237 (34.0766061),322261210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1133,86282 (33.8883136),410437010,Electronics and Communication,CET,AI to AI,AI,
,,,Engineering,,,,
1134,86352 (33.6319460),539019110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1135,86533 (32.8476351),419224210,Computer Science and Engineering,CET,AI to AI,AI,
,,,,,,,
1136,86674 (32.2689976),118019110,Civil Engineering,CET,AI to AI,AI,
1137,86709 (32.1169152),680861210,Mechanical Engineering,CET,AI to AI,AI,
1138,87121 (30.1050817),118224210,Computer Science and Engineering,CET,AI to AI,AI,
1139,87151 (29.9171513),213829310,Electrical Engineering,CET,AI to AI,AI,
1140,87444 (28.4093625),510961210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1141,87513 (28.0374847),415129310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1142,87522 (27.9795485),112324210,Computer Science and Engineering,CET,AI to AI,AI,
1143,87559 (27.8068263),622319110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1144,87664 (27.3317497),111937210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1145,87690 (27.1865472),346246610,Instrumentation Engineering,CET,AI to AI,AI,
1146,87766 (26.7849772),213819110,Civil Engineering,CET,AI to AI,AI,
1147,87892 (26.2287899),111719110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1148,87926 (26.0781559),344524510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1149,88046 (25.5103814),419219110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1150,88135 (25.0382017),346529310,Electrical Engineering,CET,AI to AI,AI,
1151,88146 (25.0052505),211319120,Civil Engineering,CET,AI to AI,AI,
1152,88299 (24.3266731),518161210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1153,88517 (23.3573286),618324510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1154,88652 (22.7881057),213729710,Electrical and Electronics Engineering,CET,AI to AI,AI,
1155,88688 (22.6505073),112737210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1156,88725 (22.4647495),632624210,Computer Science and Engineering,CET,AI to AI,AI,
1157,88734 (22.4245562),416319110,Civil Engineering,CET,AI to AI,AI,
1158,88778 (22.2471267),418824210,Computer Science and Engineering,CET,AI to AI,AI,
1159,88976 (21.3342700),630737210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1160,89014 (21.1890674),213024210,Computer Science and Engineering,CET,AI to AI,AI,
1161,89039 (21.1065084),538219110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1162,89192 (20.3634770),213419110,Civil Engineering,CET,AI to AI,AI,
1163,89206 (20.3051788),112029310,Electrical Engineering,CET,AI to AI,AI,
1164,89217 (20.2443458),322361210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1165,89262 (20.0158600),211329310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1166,89367 (19.4372225),213324210,Computer Science and Engineering,CET,AI to AI,AI,
1167,89402 (19.2865885),211624210,Computer Science and Engineering,CET,AI to AI,AI,
,,,,,,,
1168,89411 (19.2402396),530329310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1169,89424 (19.1902696),517361210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1170,89468 (18.9806131),513937610,Electronics Engineering,CET,AI to AI,AI,
1171,89470 (18.9751816),112729310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1172,89551 (18.5319699),346737210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1173,89552 (18.5319699),319861210,Mechanical Engineering,CET,AI to AI,AI,
1174,89826 (17.2791003),418761210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1175,89996 (16.5672096),629861210,Mechanical Engineering,CET,AI to AI,AI,
1176,89999 (16.5635886),631324510,Computer Engineering,CET,AI to AI,AI,
1177,90084 (16.1652774),412335610,Electrical Engg[Electronics and Power],CET,AI to AI,AI,
,,,,,,,
1178,90122 (15.9360674),662019110,Civil Engineering,CET,AI to AI,AI,
1179,90386 (14.5854305),629324210,Computer Science and Engineering,CET,AI to AI,AI,
,,,,,,,
1180,90502 (14.0107761),631929310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1181,90525 (13.8735398),510937210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1182,90588 (13.6131892),415161210,Mechanical Engineering,CET,AI to AI,AI,
1183,90591 (13.5867558),538261210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1184,90635 (13.2894708),626937610,Electronics Engineering,CET,AI to AI,AI,
,,,,,,,
1185,90639 (13.2666585),628837210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1186,90685 (12.9914617),212924610,Information Technology,CET,AI to AI,AI,
1187,90714 (12.8759514),622329310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1188,90745 (12.7448708),618237210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1189,90752 (12.7282142),321761210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1190,90833 (12.3031076),512529310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1191,90837 (12.2792089),626937210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1192,90859 (12.1770964),517719110,Civil Engineering,CET,AI to AI,AI,
1193,90993 (11.5477648),616037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1194,91008 (11.4815003),430437210F,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1195,91088 (11.0951384),662819110,Civil Engineering,CET,AI to AI,AI,
1196,91126 (10.8999660),213624510,Computer Engineering,CET,AI to AI,AI,
1197,91148 (10.7996640),612219110,Civil Engineering,CET,AI to AI,AI,
1198,91153 (10.7732306),111961210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1199,91191 (10.5313471),510337210,"Electronics and Telecommunication
Engg",CET,AI to AI,AI,
1200,91197 (10.4773940),690119110,Civil Engineering,CET,AI to AI,AI,
1201,91198 (10.4773940),516461210,Mechanical Engineering,CET,AI to AI,AI,
1202,91256 (10.1410022),322424510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1203,91290 (9.9780567),626946610,Instrumentation Engineering,CET,AI to AI,AI,
,,,,,,,
1204,91305 (9.8596496),211461210,Mechanical Engineering,CET,AI to AI,AI,
1205,91330 (9.7285690),347119110,Civil Engineering,CET,AI to AI,AI,
1206,91494 (8.8805284),213824210,Computer Science and Engineering,CET,AI to AI,AI,
1207,91529 (8.6933221),510846410,Instrumentation and Control ,CET,AI to AI,AI,
,,,Engineering,,,,
1208,91544 (8.6064179),630319110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1209,91570 (8.4597670),631719110,Civil Engineering,CET,AI to AI,AI,
1210,91595 (8.3145644),314629310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1211,91596 (8.3084087),225424510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1212,91658 (7.9191501),625019110,Civil Engineering,CET,AI to AI,AI,
1213,91677 (7.8040019),510429310,Electrical Engineering,CET,AI to AI,AI,
1214,91696 (7.7015273),677237210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1215,91697 (7.6939232),646624210,Computer Science and Engineering,CET,AI to AI,AI,
,,,,,,,
1216,91701 (7.6522816),419024210,Computer Science and Engineering,CET,AI to AI,AI,
,,,,,,,
1217,91708 (7.6356250),118229310,Electrical Engineering,CET,AI to AI,AI,
1218,91736 (7.4958539),110761210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1219,91788 (7.1601863),253329310,Electrical Engineering,CET,AI to AI,AI,
1220,91857 (6.7839633),629861220,Mechanical Engineering,CET,AI to AI,AI,
1221,91876 (6.7068357),629329310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1222,91880 (6.6970590),430224510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1223,91889 (6.6460028),257319110,Civil Engineering,CET,AI to AI,AI,
1224,91933 (6.4392431),321619110,Civil Engineering,CET,AI to AI,AI,
1225,91951 (6.3201118),679529310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1226,91953 (6.3070762),630761210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1227,91967 (6.2437085),414429310,Electrical Engineering,CET,AI to AI,AI,
1228,92016 (6.0083428),112137210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1229,92033 (5.9163691),541861210,Mechanical Engineering,CET,AI to AI,AI,
1230,92036 (5.8935568),213329310,Electrical Engineering,CET,AI to AI,AI,
1231,92071 (5.7001948),630760210,Automobile Engineering,CET,AI to AI,AI,
,,,,,,,
1232,92084 (5.6647089),612261210,Mechanical Engineering,CET,AI to AI,AI,
1233,92090 (5.6332061),112619110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1234,92094 (5.6161874),631537210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1235,92119 (5.4626565),622019110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1236,92132 (5.3934952),626929310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1237,92156 (5.2845028),680361210,Mechanical Engineering,CET,AI to AI,AI,
1238,92169 (5.2214972),110537220,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1239,92191 (5.1393003),322219110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1240,92243 (4.7880623),418819110,Civil Engineering,CET,AI to AI,AI,
1241,92246 (4.7764750),675519110,Civil Engineering,CET,AI to AI,AI,
1242,92268 (4.6548091),630337210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1243,92292 (4.4864321),622061210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1244,92296 (4.4665165),631937210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1245,92300 (4.4491357),683919110,Civil Engineering,CET,AI to AI,AI,
1246,92335 (4.2948806),510419110,Civil Engineering,CET,AI to AI,AI,
1247,92339 (4.2825692),614437210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1248,92382 (4.0316331),678124210,Computer Science and Engineering,CET,AI to AI,AI,
1249,92392 (3.9505225),628437210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1250,92425 (3.7307272),411819110,Civil Engineering,CET,AI to AI,AI,
1251,92429 (3.6644627),627037610,Electronics Engineering,CET,AI to AI,AI,
,,,,,,,
1252,92434 (3.6412882),414324510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1253,92468 (3.4001289),414737610,Electronics Engineering,CET,AI to AI,AI,
