Sr.No.,Merit (Score),Institute Code,Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type
935.0,55744 (2.0315870),1180,118019110,Civil Engineering,JEE,AI to AI,AI
936.0,55760 (1.8771153),1130,113019110,Civil Engineering,JEE,AI to AI,AI
937.0,55771 (1.8353047),4285,428519110,Civil Engineering,JEE,AI to AI,AI
938.0,55782 (1.7200626),1130,113061210,Mechanical Engineering,JEE,AI to AI,AI
939.0,55861 (1.0063173),4172,417261210,Mechanical Engineering,JEE,AI to AI,AI
940.0,55882 (0.7764750),1276,127619110,Civil Engineering,JEE,AI to AI,AI
941.0,56584 (95.5178877),5418,541861210,Mechanical Engineering,MHT-CET,AI to AI,AI
942.0,57702 (91.4432402),3218,321837210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
943.0,58005 (90.5079656),6179,617961210,Mechanical Engineering,MHT-CET,AI to AI,AI
944.0,58022 (90.4789478),3222,322260210,Automobile Engineering,MHT-CET,AI to AI,AI
945.0,59371 (87.0496161),5181,518137210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
946.0,59706 (86.2580042),3222,322291110,"Computer Science and
Engineering(Artificial Intelligence and
Machine Learning)",MHT-CET,AI to AI,AI
947.0,60800 (83.9184061),2516,251624210,Computer Science and Engineering,MHT-CET,AI to AI,AI
948.0,60808 (83.9184061),3200,320050710,Chemical Engineering,MHT-CET,AI to AI,AI
949.0,60898 (83.7542269),3460,346092110,"Artificial Intelligence and Machine
Learning",MHT-CET,AI to AI,AI
950.0,62051 (81.3053751),5152,515229310,Electrical Engineering,MHT-CET,AI to AI,AI
951.0,62184 (81.0162910),5108,510861210,Mechanical Engineering,MHT-CET,AI to AI,AI
952.0,62291 (80.8182830),3467,346791110,"Computer Science and
Engineering(Artificial Intelligence and
Machine Learning)",MHT-CET,AI to AI,AI
953.0,63196 (78.9697101),6206,620646610,Instrumentation Engineering,MHT-CET,AI to AI,AI
954.0,63431 (78.4854138),3477,347761210,Mechanical Engineering,MHT-CET,AI to AI,AI
955.0,63483 (78.3911539),6324,632424510,Computer Engineering,MHT-CET,AI to AI,AI
956.0,63497 (78.3206831),6311,631129310,Electrical Engineering,MHT-CET,AI to AI,AI
957.0,65589 (74.3378698),3175,317529310,Electrical Engineering,MHT-CET,AI to AI,AI
958.0,65969 (73.5329037),4147,414761210,Mechanical Engineering,MHT-CET,AI to AI,AI
959.0,66445 (72.5776220),3154,315419110,Civil Engineering,MHT-CET,AI to AI,AI
960.0,66726 (71.9509242),2522,252224510,Computer Engineering,MHT-CET,AI to AI,AI
961.0,66898 (71.6974982),6183,618337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
962.0,66912 (71.6974982),4172,417219110,Civil Engineering,MHT-CET,AI to AI,AI
963.0,67275 (71.0406477),3206,320629310,Electrical Engineering,MHT-CET,AI to AI,AI
964.0,67508 (70.5748291),6419,641937010,"Electronics and Communication
Engineering",MHT-CET,AI to AI,AI
965.0,69286 (66.9447726),6419,641961210,Mechanical Engineering,MHT-CET,AI to AI,AI
966.0,69458 (66.7530038),3196,319661210,Mechanical Engineering,MHT-CET,AI to AI,AI
967.0,69625 (66.5276503),3439,343929310,Electrical Engineering,MHT-CET,AI to AI,AI
968.0,69641 (66.5204925),6796,679661210,Mechanical Engineering,MHT-CET,AI to AI,AI
969.0,69960 (66.0447761),6878,687819110,Civil Engineering,MHT-CET,AI to AI,AI
970.0,70141 (65.2761370),1105,110537210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
971.0,70260 (65.0496408),6635,663524510,Computer Engineering,MHT-CET,AI to AI,AI
972.0,70452 (64.9940968),3423,342361210,Mechanical Engineering,MHT-CET,AI to AI,AI
973.0,70794 (64.0086029),3467,346761210,Mechanical Engineering,MHT-CET,AI to AI,AI
974.0,70800 (64.0086029),3224,322424510,Computer Engineering,MHT-CET,AI to AI,AI
975.0,71442 (62.8864315),6625,662561210,Mechanical Engineering,MHT-CET,AI to AI,AI
976.0,71669 (62.4154511),3445,344525410,Computer Science and Technology,MHT-CET,AI to AI,AI
977.0,71823 (61.8218588),3190,319062410,Mechatronics Engineering,MHT-CET,AI to AI,AI
978.0,72509 (60.5737104),3212,321237210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
979.0,72842 (59.6157997),6634,663437210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
980.0,73825 (57.9531237),1119,111950710,Chemical Engineering,MHT-CET,AI to AI,AI
981.0,74029 (57.1344296),6310,631061210,Mechanical Engineering,MHT-CET,AI to AI,AI
982.0,74163 (57.0105054),6319,631924510,Computer Engineering,MHT-CET,AI to AI,AI
983.0,74546 (56.2223276),3439,343961210,Mechanical Engineering,MHT-CET,AI to AI,AI
984.0,74720 (55.7162386),6284,628429310,Electrical Engineering,MHT-CET,AI to AI,AI
985.0,75271 (54.5240027),3210,321037210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
986.0,75510 (54.1568222),3190,319037610,Electronics Engineering,MHT-CET,AI to AI,AI
987.0,75568 (54.1113194),3221,322119110,Civil Engineering,MHT-CET,AI to AI,AI
988.0,76031 (52.9257123),6160,616061210,Mechanical Engineering,MHT-CET,AI to AI,AI
989.0,76033 (52.9257123),2573,257324510,Computer Engineering,MHT-CET,AI to AI,AI
990.0,76122 (52.7484058),6220,622029310,Electrical Engineering,MHT-CET,AI to AI,AI
991.0,76530 (52.0094388),1117,111724210,Computer Science and Engineering,MHT-CET,AI to AI,AI
992.0,76687 (51.6391022),2250,225037210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
993.0,76690 (51.6391022),3223,322337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
994.0,76833 (50.9892798),6122,612219110,Civil Engineering,MHT-CET,AI to AI,AI
995.0,77659 (49.4727527),4135,413519110,Civil Engineering,MHT-CET,AI to AI,AI
996.0,77699 (49.4727527),2254,225424510,Computer Engineering,MHT-CET,AI to AI,AI
997.0,77743 (49.4727527),5139,513937210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
998.0,77986 (48.4998921),6177,617761210,Mechanical Engineering,MHT-CET,AI to AI,AI
999.0,78057 (48.4998921),6184,618437210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1000.0,78092 (48.1429399),6305,630524610,Information Technology,MHT-CET,AI to AI,AI
1001.0,78175 (47.7783049),1116,111619110,Civil Engineering,MHT-CET,AI to AI,AI
1002.0,78306 (47.7445862),6321,632124210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1003.0,78401 (47.5835199),4123,412335610,Electrical Engg[Electronics and Power],MHT-CET,AI to AI,AI
1004.0,78548 (46.7882164),3175,317519120,Civil Engineering,MHT-CET,AI to AI,AI
1005.0,78912 (46.3613397),6156,615661220,Mechanical Engineering,MHT-CET,AI to AI,AI
1006.0,79291 (45.7227139),6308,630824510,Computer Engineering,MHT-CET,AI to AI,AI
1007.0,80477 (42.6018901),3222,322261210,Mechanical Engineering,MHT-CET,AI to AI,AI
1008.0,80496 (42.6018901),2130,213024210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1009.0,80502 (42.6018901),3187,318761210,Mechanical Engineering,MHT-CET,AI to AI,AI
1010.0,80636 (41.8722328),3224,322491110,"Computer Science and
Engineering(Artificial Intelligence and
Machine Learning)",MHT-CET,AI to AI,AI
1011.0,80736 (41.7486972),6755,675561210,Mechanical Engineering,MHT-CET,AI to AI,AI
1012.0,80767 (41.7486972),3189,318946610,Instrumentation Engineering,MHT-CET,AI to AI,AI
1013.0,80820 (41.7486972),6270,627019110,Civil Engineering,MHT-CET,AI to AI,AI
1014.0,81416 (40.1592803),5381,538124210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1015.0,81493 (39.9525146),5380,538024510,Computer Engineering,MHT-CET,AI to AI,AI
1016.0,81747 (39.4861193),5124,512424610,Information Technology,MHT-CET,AI to AI,AI
1017.0,81936 (38.3158243),2138,213824210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1018.0,81976 (38.3158243),6315,631529310,Electrical Engineering,MHT-CET,AI to AI,AI
1019.0,82159 (38.2409019),2114,211419110,Civil Engineering,MHT-CET,AI to AI,AI
1020.0,82527 (36.8261928),6808,680837210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1021.0,82555 (36.8261928),6317,631737210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1022.0,82651 (36.7987731),6839,683929310,Electrical Engineering,MHT-CET,AI to AI,AI
1023.0,82679 (36.7976787),2129,212919110,Civil Engineering,MHT-CET,AI to AI,AI
1024.0,82737 (36.7976787),4196,419624210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1025.0,82816 (36.2152983),6317,631729310,Electrical Engineering,MHT-CET,AI to AI,AI
1026.0,82890 (36.1998499),5139,513950710,Chemical Engineering,MHT-CET,AI to AI,AI
1027.0,83078 (35.6415304),6326,632624210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1028.0,83449 (34.5488309),6772,677237210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1029.0,83482 (34.4633689),2250,225019110,Civil Engineering,MHT-CET,AI to AI,AI
1030.0,83591 (34.3312532),4135,413524610,Information Technology,MHT-CET,AI to AI,AI
1031.0,83639 (34.0528096),2533,253319110,Civil Engineering,MHT-CET,AI to AI,AI
1032.0,83866 (33.2795222),6250,625061210,Mechanical Engineering,MHT-CET,AI to AI,AI
1033.0,84002 (32.8632605),3465,346561210,Mechanical Engineering,MHT-CET,AI to AI,AI
1034.0,84081 (32.6882976),2135,213524210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1035.0,84090 (32.6882976),5173,517319110,Civil Engineering,MHT-CET,AI to AI,AI
1036.0,84237 (32.0471506),6901,690124210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1037.0,84687 (31.1669829),6755,675519110,Civil Engineering,MHT-CET,AI to AI,AI
1038.0,84915 (30.2190104),5331,533137210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1039.0,84981 (29.9393300),4144,414461210,Mechanical Engineering,MHT-CET,AI to AI,AI
1040.0,85201 (29.4872892),1114,111437210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1041.0,85605 (28.1826454),6466,646624210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1042.0,85654 (28.1674686),6269,626961210,Mechanical Engineering,MHT-CET,AI to AI,AI
1043.0,85705 (28.0907404),6184,618419110,Civil Engineering,MHT-CET,AI to AI,AI
1044.0,85784 (28.0907404),3471,347129310,Electrical Engineering,MHT-CET,AI to AI,AI
1045.0,85856 (28.0164041),4175,417524210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1046.0,85905 (27.8700190),6304,630424210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1047.0,86116 (26.5477440),3190,319061210,Mechanical Engineering,MHT-CET,AI to AI,AI
1048.0,86274 (26.1518015),2113,211319110,Civil Engineering,MHT-CET,AI to AI,AI
1049.0,86288 (26.1518015),2533,253329310,Electrical Engineering,MHT-CET,AI to AI,AI
1050.0,86470 (25.1731725),4151,415119110,Civil Engineering,MHT-CET,AI to AI,AI
1051.0,86555 (25.1347094),4145,414599510,Artificial Intelligence and Data Science,MHT-CET,AI to AI,AI
1052.0,86556 (25.1347094),2141,214137210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1053.0,86606 (25.0443150),4179,417937010,"Electronics and Communication
Engineering",MHT-CET,AI to AI,AI
1054.0,86653 (25.0126497),6293,629329310,Electrical Engineering,MHT-CET,AI to AI,AI
1055.0,86720 (24.9745590),6307,630719110,Civil Engineering,MHT-CET,AI to AI,AI
1056.0,86885 (24.7074636),4133,413324510,Computer Engineering,MHT-CET,AI to AI,AI
1057.0,87071 (23.6497475),6214,621462410,Mechatronics Engineering,MHT-CET,AI to AI,AI
1058.0,87100 (23.5047219),6250,625019110,Civil Engineering,MHT-CET,AI to AI,AI
1059.0,87221 (23.1246308),3175,317519110,Civil Engineering,MHT-CET,AI to AI,AI
1060.0,87225 (23.1246308),4613,461337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1061.0,87401 (22.4513080),6293,629337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1062.0,87478 (22.3397367),5171,517124510,Computer Engineering,MHT-CET,AI to AI,AI
1063.0,87524 (22.0730987),6220,622019110,Civil Engineering,MHT-CET,AI to AI,AI
1064.0,87543 (22.0508994),3200,320029310,Electrical Engineering,MHT-CET,AI to AI,AI
1065.0,87696 (21.9131615),6649,664929310,Electrical Engineering,MHT-CET,AI to AI,AI
1066.0,87732 (21.6081594),6268,626819110,Civil Engineering,MHT-CET,AI to AI,AI
1067.0,87776 (21.6081594),5108,510846410,"Instrumentation and Control
Engineering",MHT-CET,AI to AI,AI
1068.0,87824 (21.4906113),4190,419024210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1069.0,87944 (20.7823333),6640,664037210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1070.0,87960 (20.7823333),4104,410437010,"Electronics and Communication
Engineering",MHT-CET,AI to AI,AI
1071.0,87961 (20.7823333),5103,510361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1072.0,88110 (20.0386881),6203,620319110,Civil Engineering,MHT-CET,AI to AI,AI
1073.0,88159 (19.9043634),5331,533161210,Mechanical Engineering,MHT-CET,AI to AI,AI
1074.0,88170 (19.8181667),6643,664319110,Civil Engineering,MHT-CET,AI to AI,AI
1075.0,88303 (19.4849646),2533,253399510,Artificial Intelligence and Data Science,MHT-CET,AI to AI,AI
1076.0,88426 (19.3401310),6795,679524510,Computer Engineering,MHT-CET,AI to AI,AI
1077.0,88562 (18.8856852),4163,416361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1078.0,88577 (18.4796096),6203,620361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1079.0,88696 (18.3983482),4104,410419110,Civil Engineering,MHT-CET,AI to AI,AI
1080.0,88732 (18.3983482),6762,676229310,Electrical Engineering,MHT-CET,AI to AI,AI
1081.0,88768 (18.1973808),3223,322329310,Electrical Engineering,MHT-CET,AI to AI,AI
1082.0,88878 (17.5639680),6766,676624510,Computer Engineering,MHT-CET,AI to AI,AI
1083.0,89046 (16.9155059),6214,621461610,Mechanical Engineering Automobile,MHT-CET,AI to AI,AI
1084.0,89319 (16.6127829),6138,613837210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1085.0,89330 (16.1126187),1107,110719110,Civil Engineering,MHT-CET,AI to AI,AI
1086.0,89427 (15.7215545),6269,626919110,Civil Engineering,MHT-CET,AI to AI,AI
1087.0,89443 (15.7215545),6307,630737210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1088.0,89472 (15.7020873),1120,112029310,Electrical Engineering,MHT-CET,AI to AI,AI
1089.0,89531 (15.7002233),4144,414429310,Electrical Engineering,MHT-CET,AI to AI,AI
1090.0,89584 (15.0472534),6803,680361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1091.0,89721 (14.7852363),5104,510419110,Civil Engineering,MHT-CET,AI to AI,AI
1092.0,89734 (14.7852363),2136,213653410,Food Engineering and Technology,MHT-CET,AI to AI,AI
1093.0,89735 (14.7852363),4118,411837210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1094.0,89750 (14.7852363),6839,683919110,Civil Engineering,MHT-CET,AI to AI,AI
1095.0,89758 (14.7366570),5177,517737210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1096.0,89864 (14.5049629),4135,413529310,Electrical Engineering,MHT-CET,AI to AI,AI
1097.0,89887 (14.4002701),5125,512550710,Chemical Engineering,MHT-CET,AI to AI,AI
1098.0,89959 (14.2604149),5161,516129310,Electrical Engineering,MHT-CET,AI to AI,AI
1099.0,89974 (14.2604149),6307,630760210,Automobile Engineering,MHT-CET,AI to AI,AI
1100.0,90027 (13.5830691),3220,322024510,Computer Engineering,MHT-CET,AI to AI,AI
1101.0,90052 (13.5830691),3216,321637210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1102.0,90165 (13.2928186),4144,414419110,Civil Engineering,MHT-CET,AI to AI,AI
1103.0,90166 (13.2928186),6269,626946610,Instrumentation Engineering,MHT-CET,AI to AI,AI
1104.0,90200 (13.2928186),6545,654529310,Electrical Engineering,MHT-CET,AI to AI,AI
1105.0,90213 (13.2432005),2113,211337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1106.0,90246 (13.2432005),3503,350329310,Electrical Engineering,MHT-CET,AI to AI,AI
1107.0,90332 (12.4945045),6160,616019110,Civil Engineering,MHT-CET,AI to AI,AI
1108.0,90381 (12.3706299),6139,613961220,Mechanical Engineering,MHT-CET,AI to AI,AI
1109.0,90398 (12.3677962),1121,112161210,Mechanical Engineering,MHT-CET,AI to AI,AI
1110.0,90483 (12.1971807),5169,516924510,Computer Engineering,MHT-CET,AI to AI,AI
1111.0,90569 (12.0860789),6786,678637210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1112.0,90589 (12.0256367),2116,211624210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1113.0,90676 (11.5078019),5161,516119110,Civil Engineering,MHT-CET,AI to AI,AI
1114.0,90710 (11.3568440),3193,319337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1115.0,90772 (11.2581686),3216,321619110,Civil Engineering,MHT-CET,AI to AI,AI
1116.0,90822 (11.1101601),4192,419224210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1117.0,90844 (10.9819734),6635,663537210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1118.0,90863 (10.9819734),5151,515137210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1119.0,90885 (10.7058476),4135,413561210,Mechanical Engineering,MHT-CET,AI to AI,AI
1120.0,90941 (10.4473963),5177,517799510,Artificial Intelligence and Data Science,MHT-CET,AI to AI,AI
1121.0,91022 (10.3398176),5418,541819110,Civil Engineering,MHT-CET,AI to AI,AI
1122.0,91025 (10.3398176),1127,112737210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1123.0,91059 (10.3100943),4145,414524610,Information Technology,MHT-CET,AI to AI,AI
1124.0,91074 (10.3100943),6643,664329310,Electrical Engineering,MHT-CET,AI to AI,AI
1125.0,91077 (10.3100943),3223,322319110,Civil Engineering,MHT-CET,AI to AI,AI
1126.0,91138 (9.9591292),6269,626937210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1127.0,91142 (9.9591292),1105,110561210,Mechanical Engineering,MHT-CET,AI to AI,AI
1128.0,91153 (9.9257885),4302,430224510,Computer Engineering,MHT-CET,AI to AI,AI
1129.0,91225 (9.3962008),2136,213624510,Computer Engineering,MHT-CET,AI to AI,AI
1130.0,91228 (9.3962008),1128,112819110,Civil Engineering,MHT-CET,AI to AI,AI
1131.0,91240 (9.3962008),6220,622061210,Mechanical Engineering,MHT-CET,AI to AI,AI
1132.0,91242 (9.3962008),2252,225224210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1133.0,91444 (8.8526285),3193,319360610,Production Engineering,MHT-CET,AI to AI,AI
1134.0,91472 (8.7224127),1114,111461210,Mechanical Engineering,MHT-CET,AI to AI,AI
1135.0,91497 (8.5640488),6156,615661210,Mechanical Engineering,MHT-CET,AI to AI,AI
1136.0,91547 (8.5473775),6298,629829310,Electrical Engineering,MHT-CET,AI to AI,AI
1137.0,91612 (8.3227821),6223,622329310,Electrical Engineering,MHT-CET,AI to AI,AI
1138.0,91712 (7.6407734),5151,515129310,Electrical Engineering,MHT-CET,AI to AI,AI
1139.0,91725 (7.6407734),6797,679719110,Civil Engineering,MHT-CET,AI to AI,AI
1140.0,91736 (7.4199686),6305,630524210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1141.0,91756 (7.4199686),5109,510937210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1142.0,91800 (7.4109579),1119,111924610,Information Technology,MHT-CET,AI to AI,AI
1143.0,91807 (7.3525636),2112,211229310,Electrical Engineering,MHT-CET,AI to AI,AI
1144.0,91838 (7.1766096),6786,678660210,Automobile Engineering,MHT-CET,AI to AI,AI
1145.0,91960 (6.7802082),5109,510929310,Electrical Engineering,MHT-CET,AI to AI,AI
1146.0,91990 (6.7043346),4135,413537210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1147.0,91998 (6.7043346),6177,617761220,Mechanical Engineering,MHT-CET,AI to AI,AI
1148.0,92058 (6.6310785),3220,322024610,Information Technology,MHT-CET,AI to AI,AI
1149.0,92065 (6.6310785),5168,516824510,Computer Engineering,MHT-CET,AI to AI,AI
1150.0,92118 (6.1821574),3135,313546610,Instrumentation Engineering,MHT-CET,AI to AI,AI
1151.0,92125 (6.0772062),6275,627529310,Electrical Engineering,MHT-CET,AI to AI,AI
1152.0,92133 (6.0772062),6283,628361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1153.0,92176 (6.0320035),4188,418824210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1154.0,92192 (6.0320035),4302,430219110,Civil Engineering,MHT-CET,AI to AI,AI
1155.0,92197 (6.0320035),6293,629361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1156.0,92221 (5.8328411),1127,112719110,Civil Engineering,MHT-CET,AI to AI,AI
1157.0,92231 (5.6925996),5160,516091510,Structural Engineering,MHT-CET,AI to AI,AI
1158.0,92233 (5.6925996),6766,676619110,Civil Engineering,MHT-CET,AI to AI,AI
1159.0,92313 (5.4528573),1182,118224210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1160.0,92317 (5.3918799),6782,678224210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1161.0,92323 (5.3918799),6281,628161210,Mechanical Engineering,MHT-CET,AI to AI,AI
1162.0,92383 (5.3381683),2533,253361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1163.0,92385 (5.3197848),6938,693824210F,Computer Science and Engineering,MHT-CET,AI to AI,AI
1164.0,92392 (5.0567852),6803,680329310,Electrical Engineering,MHT-CET,AI to AI,AI
1165.0,92449 (4.7812061),4163,416329310,Electrical Engineering,MHT-CET,AI to AI,AI
1166.0,92455 (4.7812061),2131,213124210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1167.0,92460 (4.7812061),1107,110737210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1168.0,92497 (4.7046678),5139,513919110,Civil Engineering,MHT-CET,AI to AI,AI
1169.0,92516 (4.6662729),3154,315460210,Automobile Engineering,MHT-CET,AI to AI,AI
1170.0,92526 (4.6662729),6298,629861210,Mechanical Engineering,MHT-CET,AI to AI,AI
1171.0,92527 (4.6662729),6145,614561210,Mechanical Engineering,MHT-CET,AI to AI,AI
1172.0,92547 (4.5799038),6179,617919110,Civil Engineering,MHT-CET,AI to AI,AI
1173.0,92548 (4.5799038),6797,679729310,Electrical Engineering,MHT-CET,AI to AI,AI
1174.0,92552 (4.5799038),1117,111799510,Artificial Intelligence and Data Science,MHT-CET,AI to AI,AI
1175.0,92559 (4.5799038),4302,430261210,Mechanical Engineering,MHT-CET,AI to AI,AI
1176.0,92560 (4.5799038),4118,411819110,Civil Engineering,MHT-CET,AI to AI,AI
1177.0,92562 (4.5799038),4147,414719110,Civil Engineering,MHT-CET,AI to AI,AI
1178.0,92569 (4.5540797),6797,679737210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1179.0,92619 (4.4483836),5124,512419110,Civil Engineering,MHT-CET,AI to AI,AI
1180.0,92667 (4.1871716),2113,211329310,Electrical Engineering,MHT-CET,AI to AI,AI
1181.0,92693 (3.8879217),6182,618237210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1182.0,92695 (3.8879217),2135,213561210,Mechanical Engineering,MHT-CET,AI to AI,AI
1183.0,92706 (3.7988344),6756,675624210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1184.0,92718 (3.7988344),6780,678029310,Electrical Engineering,MHT-CET,AI to AI,AI
1185.0,92768 (3.7386623),6545,654537210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1186.0,92776 (3.7386623),5139,513946410,"Instrumentation and Control
Engineering",MHT-CET,AI to AI,AI
1187.0,92842 (3.5198785),4190,419029310,Electrical Engineering,MHT-CET,AI to AI,AI
1188.0,92846 (3.5198785),4147,414729310,Electrical Engineering,MHT-CET,AI to AI,AI
1189.0,92882 (3.2696639),2135,213519110,Civil Engineering,MHT-CET,AI to AI,AI
1190.0,92913 (2.9886432),2138,213819110,Civil Engineering,MHT-CET,AI to AI,AI
1191.0,92918 (2.9886432),3351,335124510,Computer Engineering,MHT-CET,AI to AI,AI
1192.0,92939 (2.9345934),4118,411829310,Electrical Engineering,MHT-CET,AI to AI,AI
1193.0,92961 (2.9127645),6288,628861210,Mechanical Engineering,MHT-CET,AI to AI,AI
1194.0,92974 (2.9011491),4151,415129310,Electrical Engineering,MHT-CET,AI to AI,AI
1195.0,92996 (2.8324288),6269,626929310,Electrical Engineering,MHT-CET,AI to AI,AI
1196.0,93003 (2.8324288),3193,319350710,Chemical Engineering,MHT-CET,AI to AI,AI
1197.0,93071 (2.3740591),2136,213629310,Electrical Engineering,MHT-CET,AI to AI,AI
1198.0,93137 (2.1758618),6223,622337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1199.0,93148 (2.1709634),4188,418850310,Food Technology,MHT-CET,AI to AI,AI
1200.0,93169 (2.0998482),6185,618529310,Electrical Engineering,MHT-CET,AI to AI,AI
1201.0,93215 (1.8025147),2533,253337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1202.0,93223 (1.8025147),6643,664361210,Mechanical Engineering,MHT-CET,AI to AI,AI
1203.0,93225 (1.6869041),4613,461329310,Electrical Engineering,MHT-CET,AI to AI,AI
1204.0,93227 (1.6869041),4143,414329310,Electrical Engineering,MHT-CET,AI to AI,AI
1205.0,93284 (1.6022938),6303,630319110,Civil Engineering,MHT-CET,AI to AI,AI
1206.0,93301 (1.4771672),3200,320037210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1207.0,93321 (1.3648772),5160,516061210,Mechanical Engineering,MHT-CET,AI to AI,AI
1208.0,93326 (1.3452915),4145,414519110,Civil Engineering,MHT-CET,AI to AI,AI
1209.0,93340 (1.3199617),4613,461319110,Civil Engineering,MHT-CET,AI to AI,AI
1210.0,93351 (1.2808349),5173,517337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1211.0,93355 (1.2481025),6222,622261210,Mechanical Engineering,MHT-CET,AI to AI,AI
1212.0,93362 (1.2231096),2114,211437210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1213.0,93406 (1.0349605),1182,118219110,Civil Engineering,MHT-CET,AI to AI,AI
1214.0,93418 (0.9367487),6324,632437210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1215.0,93422 (0.9209296),4143,414324510,Computer Engineering,MHT-CET,AI to AI,AI
1216.0,93462 (0.6880544),6269,626937610,Electronics Engineering,MHT-CET,AI to AI,AI
1217.0,93524 (0.4664769),6781,678124210,Computer Science and Engineering,MHT-CET,AI to AI,AI
1218.0,93565 (0.2200310),6275,627519110,Civil Engineering,MHT-CET,AI to AI,AI
1219.0,93587 (0.1253595),6803,680337210,"Electronics and Telecommunication
Engg",MHT-CET,AI to AI,AI
1220.0,93592 (0.1102442),5331,533119110,Civil Engineering,MHT-CET,AI to AI,AI
1221.0,93594 (0.0935319),1265,126519110,Civil Engineering,MHT-CET,AI to AI,AI
