Sr.No.,Cut Off Merit (Score),Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type,Institue Code
945,68343 (87.1961067),626837210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
946,69038 (85.9320119),626561210,Mechanical Engineering,CET,MI to AI,MI,
947,72221 (79.6339883),617861210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
948,72482 (79.0781631),630824510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
949,74181 (75.0736876),320137610,Electronics Engineering,CET,AI to AI,AI,
950,74235 (74.9237777),318546610,Instrumentation Engineering,CET,MI to AI,MI,
951,76105 (70.3623907),673237210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
952,77464 (66.5744516),322161210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
953,78205 (64.3214588),681524510,Computer Engineering,CET,AI to AI,AI,
954,79673 (59.6709950),211319110,Civil Engineering,CET,AI to AI,AI,
955,81038 (55.0179964),533061210,Mechanical Engineering,CET,AI to AI,AI,
956,81224 (54.3267455),630524610,Information Technology,CET,AI to AI,AI,
,,,,,,,
957,81736 (52.4463547),627262610,Production Engineering[Sandwich],CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
958,81909 (51.8018149),664037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
959,81919 (51.7703121),516161210,Mechanical Engineering,CET,AI to AI,AI,
960,82648 (49.0744697),618761210,Mechanical Engineering,CET,AI to AI,AI,
961,82914 (48.0939000),461324510,Computer Engineering,CET,AI to AI,AI,
962,83069 (47.4468255),321824610,Information Technology,CET,MI to AI,MI,
,,,,,,,
963,83228 (46.8341505),321924610,Information Technology,CET,AI to AI,AI,
964,83340 (46.4343909),516137210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
965,83948 (43.9786216),516824510,Computer Engineering,CET,AI to AI,AI,
966,84567 (41.4171187),517761210,Mechanical Engineering,CET,AI to AI,AI,
967,84914 (39.9549546),663524510,Computer Engineering,CET,AI to AI,AI,
968,85328 (38.1621923),319629310,Electrical Engineering,CET,MI to AI,MI,
969,85463 (37.5411890),541819110,Civil Engineering,CET,AI to AI,AI,
970,85489 (37.4108326),631537210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
971,85750 (36.1518072),112724510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
972,85919 (35.4667120),678760210,Automobile Engineering,CET,AI to AI,AI,
,,,,,,,
973,86282 (33.8883136),410425110,Computer Technology,CET,AI to AI,AI,
974,86550 (32.7846295),512424510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
975,87711 (27.1010914),322224610,Information Technology,CET,MI to AI,MI,
,,,,,,,
976,87737 (26.9261966),632024510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
977,87926 (26.0781559),335124510,Computer Engineering,CET,AI to AI,AI,
978,88034 (25.5538336),322024610,Information Technology,CET,AI to AI,AI,
,,,,,,,
979,88058 (25.4249256),510724510,Computer Engineering,CET,AI to AI,AI,
980,88135 (25.0382017),350324510,Computer Engineering,CET,AI to AI,AI,
981,88145 (25.0056126),112624210,Computer Science and Engineering,CET,AI to AI,AI,
,,,,,,,
982,88195 (24.7934213),322224510,Computer Engineering,CET,MI to AI,MI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
983,88219 (24.6804458),415161210,Mechanical Engineering,CET,AI to AI,AI,
984,88325 (24.1829190),319637210,Electronics and Telecommunication,CET,MI to AI,MI,
,,,Engg,,,,
985,88357 (24.0348196),417824610,Information Technology,CET,AI to AI,AI,
986,88517 (23.3573286),675924510,Computer Engineering,CET,AI to AI,AI,
987,89468 (18.9806131),513961210,Mechanical Engineering,CET,AI to AI,AI,
988,89551 (18.5319699),618537210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
989,89642 (18.1459702),414424610,Information Technology,CET,AI to AI,AI,
990,89742 (17.6748767),616037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
991,90122 (15.9360674),675537210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
992,90145 (15.8198330),342319110,Civil Engineering,CET,MI to AI,MI,
993,90148 (15.8111426),111650710,Chemical Engineering,CET,AI to AI,AI,
994,90163 (15.7604484),314661210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
995,90279 (15.1423419),318360210,Automobile Engineering,CET,MI to AI,MI,
996,90505 (14.0082414),618219110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
997,90516 (13.9387180),319661210,Mechanical Engineering,CET,MI to AI,MI,
998,90695 (12.9610452),430519110,Civil Engineering,CET,AI to AI,AI,
999,90745 (12.7448708),617837210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1000,90752 (12.7282142),343961210,Mechanical Engineering,CET,AI to AI,AI,
1001,90833 (12.3031076),512524610,Information Technology,CET,AI to AI,AI,
,,,,,,,
1002,91215 (10.4071464),320029310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1003,91468 (9.0445602),213024210,Computer Science and Engineering,CET,AI to AI,AI,
1004,91706 (7.6399702),664424510,Computer Engineering,CET,AI to AI,AI,
1005,91779 (7.2141393),510624510,Computer Engineering,CET,AI to AI,AI,
1006,91927 (6.4613312),213824210,Computer Science and Engineering,CET,AI to AI,AI,
1007,92057 (5.7639246),510361210,Mechanical Engineering,CET,AI to AI,AI,
1008,92110 (5.5231274),417524210,Computer Science and Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1009,92111 (5.5155233),632661210,Mechanical Engineering,CET,AI to AI,AI,
1010,92185 (5.1635610),111924610,Information Technology,CET,AI to AI,AI,
,,,,,,,
1011,92278 (4.6012181),544924610,Information Technology,CET,MI to AI,MI,
1012,92412 (3.8082168),212719110,Civil Engineering,CET,AI to AI,AI,
1013,92571 (2.8088179),321184110,Printing and Packing Technology,CET,MI to AI,MI,
1014,92626 (2.5100845),678037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1015,92767 (1.5874510),625019110,Civil Engineering,CET,AI to AI,AI,
1016,92902 (0.8759225),628329310,Electrical Engineering,CET,AI to AI,AI,
